Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"navigateToUrl(""http://localhost:8080/"")",Chrome 90.0.4430.85,,,2021-04-25 13:57:29,2021-04-25 13:57:30,1.592s,PASSED
"click(findTestObject(""Object Repository/Page_Home - HE-F1/button_Sign in_1""))",Chrome 90.0.4430.85,,,2021-04-25 13:57:30,2021-04-25 13:57:31,0.376s,PASSED
"click(findTestObject(""Object Repository/Page_Home - HE-F1/a_Sign up for free""))",Chrome 90.0.4430.85,,,2021-04-25 13:57:31,2021-04-25 13:57:32,0.756s,PASSED
"setText(findTestObject(""Object Repository/Page_HE-F1/input_Username_username""), ""sebAlreadyUsedEmail"")",Chrome 90.0.4430.85,,,2021-04-25 13:57:32,2021-04-25 13:57:32,0.672s,PASSED
"setText(findTestObject(""Object Repository/Page_HE-F1/input_Email_email""), ""seb@gmail.com"")",Chrome 90.0.4430.85,,,2021-04-25 13:57:32,2021-04-25 13:57:33,0.664s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_HE-F1/select_Manageur                    Ingnieur_05750b""), ""ENGINEER"", true)",Chrome 90.0.4430.85,,,2021-04-25 13:57:33,2021-04-25 13:57:34,1.027s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_HE-F1/input_Password_password""), ""RigbBhfdqOBGNlJIWM1ClA=="")",Chrome 90.0.4430.85,,,2021-04-25 13:57:34,2021-04-25 13:57:34,0.388s,PASSED
"click(findTestObject(""Object Repository/Page_HE-F1/button_Register""))",Chrome 90.0.4430.85,,,2021-04-25 13:57:34,2021-04-25 13:57:35,0.461s,PASSED
,,,,,,,
Test Cases/Signup bad email,Chrome 90.0.4430.85,,,2021-04-25 13:57:35,2021-04-25 13:57:43,7.857s,PASSED
"openBrowser("""")",Chrome 90.0.4430.85,,,2021-04-25 13:57:35,2021-04-25 13:57:37,2.311s,PASSED
"navigateToUrl(""http://localhost:8080/"")",Chrome 90.0.4430.85,,,2021-04-25 13:57:37,2021-04-25 13:57:38,0.933s,PASSED
"click(findTestObject(""Object Repository/Page_Home - HE-F1/button_Sign in_1""))",Chrome 90.0.4430.85,,,2021-04-25 13:57:38,2021-04-25 13:57:39,0.394s,PASSED
"click(findTestObject(""Object Repository/Page_Home - HE-F1/a_Sign up for free""))",Chrome 90.0.4430.85,,,2021-04-25 13:57:39,2021-04-25 13:57:40,0.788s,PASSED
"setText(findTestObject(""Object Repository/Page_HE-F1/input_Username_username""), ""seb"")",Chrome 90.0.4430.85,,,2021-04-25 13:57:40,2021-04-25 13:57:40,0.664s,PASSED
"setText(findTestObject(""Object Repository/Page_HE-F1/input_Email_email""), ""just seb"")",Chrome 90.0.4430.85,,,2021-04-25 13:57:40,2021-04-25 13:57:41,0.655s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_HE-F1/select_Manageur                    Ingnieur_05750b""), ""ENGINEER"", true)",Chrome 90.0.4430.85,,,2021-04-25 13:57:41,2021-04-25 13:57:42,0.997s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_HE-F1/input_Password_password""), ""RigbBhfdqOBGNlJIWM1ClA=="")",Chrome 90.0.4430.85,,,2021-04-25 13:57:42,2021-04-25 13:57:42,0.412s,PASSED
"click(findTestObject(""Object Repository/Page_HE-F1/button_Register""))",Chrome 90.0.4430.85,,,2021-04-25 13:57:42,2021-04-25 13:57:43,0.368s,PASSED
,,,,,,,
Test Cases/Signup bad password,Chrome 90.0.4430.85,,,2021-04-25 13:57:43,2021-04-25 13:57:52,9.207s,PASSED
"dtf = DateTimeFormatter.ofPattern(""yyyy/MM/dd-HH-mm-ss"")",Chrome 90.0.4430.85,,,2021-04-25 13:57:43,2021-04-25 13:57:43,0.081s,PASSED
now = LocalDateTime.now(),Chrome 90.0.4430.85,,,2021-04-25 13:57:43,2021-04-25 13:57:43,0.013s,PASSED
DATE = dtf.format(now),Chrome 90.0.4430.85,,,2021-04-25 13:57:43,2021-04-25 13:57:43,0.001s,PASSED
"openBrowser("""")",Chrome 90.0.4430.85,,,2021-04-25 13:57:43,2021-04-25 13:57:46,2.363s,PASSED
"navigateToUrl(""http://localhost:8080/"")",Chrome 90.0.4430.85,,,2021-04-25 13:57:46,2021-04-25 13:57:47,1.681s,PASSED
"click(findTestObject(""Object Repository/Page_Home - HE-F1/button_Sign in_1""))",Chrome 90.0.4430.85,,,2021-04-25 13:57:47,2021-04-25 13:57:48,0.446s,PASSED
"click(findTestObject(""Object Repository/Page_Home - HE-F1/a_Sign up for free""))",Chrome 90.0.4430.85,,,2021-04-25 13:57:48,2021-04-25 13:57:49,0.807s,PASSED
"setText(findTestObject(""Object Repository/Page_HE-F1/input_Username_username""), DATE)",Chrome 90.0.4430.85,,,2021-04-25 13:57:49,2021-04-25 13:57:49,0.718s,PASSED
"setText(findTestObject(""Object Repository/Page_HE-F1/input_Email_email""), DATE + ""@gmail.com"")",Chrome 90.0.4430.85,,,2021-04-25 13:57:49,2021-04-25 13:57:50,0.670s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_HE-F1/select_Manageur                    Ingnieur_05750b""), ""ENGINEER"", true)",Chrome 90.0.4430.85,,,2021-04-25 13:57:50,2021-04-25 13:57:51,1.020s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_HE-F1/input_Password_password""), ""HeCM15nHKBI="")",Chrome 90.0.4430.85,,,2021-04-25 13:57:51,2021-04-25 13:57:51,0.415s,PASSED
"click(findTestObject(""Object Repository/Page_HE-F1/button_Register""))",Chrome 90.0.4430.85,,,2021-04-25 13:57:51,2021-04-25 13:57:52,0.379s,PASSED
,,,,,,,
Test Cases/Signup,Chrome 90.0.4430.85,,,2021-04-25 13:57:52,2021-04-25 13:58:01,8.995s,PASSED
"dtf = DateTimeFormatter.ofPattern(""yyyy/MM/dd-HH-mm-ss"")",Chrome 90.0.4430.85,,,2021-04-25 13:57:52,2021-04-25 13:57:52,0.001s,PASSED
now = LocalDateTime.now(),Chrome 90.0.4430.85,,,2021-04-25 13:57:52,2021-04-25 13:57:52,0.001s,PASSED
DATE = dtf.format(now),Chrome 90.0.4430.85,,,2021-04-25 13:57:52,2021-04-25 13:57:52,0.000s,PASSED
"openBrowser("""")",Chrome 90.0.4430.85,,,2021-04-25 13:57:52,2021-04-25 13:57:55,2.361s,PASSED
"navigateToUrl(""http://localhost:8080/"")",Chrome 90.0.4430.85,,,2021-04-25 13:57:55,2021-04-25 13:57:56,0.993s,PASSED
"click(findTestObject(""Object Repository/Page_Home - HE-F1/button_Sign in_1""))",Chrome 90.0.4430.85,,,2021-04-25 13:57:56,2021-04-25 13:57:56,0.427s,PASSED
"click(findTestObject(""Object Repository/Page_Home - HE-F1/a_Sign up for free""))",Chrome 90.0.4430.85,,,2021-04-25 13:57:56,2021-04-25 13:57:57,0.874s,PASSED
"setText(findTestObject(""Object Repository/Page_HE-F1/input_Username_username""), DATE)",Chrome 90.0.4430.85,,,2021-04-25 13:57:57,2021-04-25 13:57:58,0.705s,PASSED
"setText(findTestObject(""Object Repository/Page_HE-F1/input_Email_email""), DATE + ""@gmail.com"")",Chrome 90.0.4430.85,,,2021-04-25 13:57:58,2021-04-25 13:57:58,0.689s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_HE-F1/select_Manageur                    Ingnieur_05750b""), ""ENGINEER"", true)",Chrome 90.0.4430.85,,,2021-04-25 13:57:58,2021-04-25 13:57:59,0.994s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_HE-F1/input_Password_password""), ""RigbBhfdqOBGNlJIWM1ClA=="")",Chrome 90.0.4430.85,,,2021-04-25 13:57:59,2021-04-25 13:58:00,0.432s,PASSED
"click(findTestObject(""Object Repository/Page_HE-F1/button_Register""))",Chrome 90.0.4430.85,,,2021-04-25 13:58:00,2021-04-25 13:58:01,1.051s,PASSED
,,,,,,,
Test Cases/Recruit seb2 from seb,Chrome 90.0.4430.85,,,2021-04-25 13:58:01,2021-04-25 13:58:10,8.985s,PASSED
"openBrowser("""")",Chrome 90.0.4430.85,,,2021-04-25 13:58:01,2021-04-25 13:58:04,2.251s,PASSED
"navigateToUrl(""http://localhost:8080/"")",Chrome 90.0.4430.85,,,2021-04-25 13:58:04,2021-04-25 13:58:05,1.719s,PASSED
"click(findTestObject(""Object Repository/Page_Home - HE-F1/button_Sign in_1""))",Chrome 90.0.4430.85,,,2021-04-25 13:58:05,2021-04-25 13:58:06,0.435s,PASSED
"setText(findTestObject(""Object Repository/Page_Home - HE-F1/input_Username_username""), ""seb"")",Chrome 90.0.4430.85,,,2021-04-25 13:58:06,2021-04-25 13:58:07,1.044s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Home - HE-F1/input_Password_password""), ""RigbBhfdqOBGNlJIWM1ClA=="")",Chrome 90.0.4430.85,,,2021-04-25 13:58:07,2021-04-25 13:58:07,0.439s,PASSED
"click(findTestObject(""Object Repository/Page_Home - HE-F1/button_Sign in""))",Chrome 90.0.4430.85,,,2021-04-25 13:58:07,2021-04-25 13:58:08,0.837s,PASSED
"click(findTestObject(""Object Repository/Page_Home - HE-F1/a_Your team""))",Chrome 90.0.4430.85,,,2021-04-25 13:58:08,2021-04-25 13:58:09,0.632s,PASSED
"click(findTestObject(""Object Repository/Page_Team - HE-F1/button_Recruit a member""))",Chrome 90.0.4430.85,,,2021-04-25 13:58:09,2021-04-25 13:58:09,0.505s,PASSED
"click(findTestObject(""Object Repository/Page_Recruiting - HE-F1/input_Manager_btn btn-outline-danger my-2 m_c1590f""))",Chrome 90.0.4430.85,,,2021-04-25 13:58:09,2021-04-25 13:58:10,0.562s,PASSED
,,,,,,,
Test Cases/Accept seb invitation,Chrome 90.0.4430.85,,,2021-04-25 13:58:10,2021-04-25 13:58:14,4.534s,FAILED
"openBrowser("""")",Chrome 90.0.4430.85,,,2021-04-25 13:58:10,2021-04-25 13:58:13,2.404s,PASSED
"navigateToUrl(""http://localhost:8080/"")",Chrome 90.0.4430.85,,,2021-04-25 13:58:13,2021-04-25 13:58:14,0.956s,PASSED
"click(findTestObject(""Object Repository/Page_Home - HE-F1/button_Sign in""))",Chrome 90.0.4430.85,,,2021-04-25 13:58:14,2021-04-25 13:58:14,0.830s,FAILED
