Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""Object Repository/Page_HE-F1/input_Username_username""), ""seb"")",Chrome 90.0.4430.85,,,2021-04-25 12:54:29,2021-04-25 12:54:29,0.665s,PASSED
"setText(findTestObject(""Object Repository/Page_HE-F1/input_Email_email""), ""just seb"")",Chrome 90.0.4430.85,,,2021-04-25 12:54:29,2021-04-25 12:54:30,0.675s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_HE-F1/select_Manageur                    Ingnieur_05750b""), ""ENGINEER"", true)",Chrome 90.0.4430.85,,,2021-04-25 12:54:30,2021-04-25 12:54:31,1.072s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_HE-F1/input_Password_password""), ""RigbBhfdqOBGNlJIWM1ClA=="")",Chrome 90.0.4430.85,,,2021-04-25 12:54:31,2021-04-25 12:54:31,0.427s,PASSED
"click(findTestObject(""Object Repository/Page_HE-F1/button_Register""))",Chrome 90.0.4430.85,,,2021-04-25 12:54:31,2021-04-25 12:54:32,0.373s,PASSED
,,,,,,,
Test Cases/Signup bad password,Chrome 90.0.4430.85,,,2021-04-25 12:54:32,2021-04-25 12:54:40,8.304s,PASSED
"dtf = DateTimeFormatter.ofPattern(""yyyy/MM/dd-HH-mm-ss"")",Chrome 90.0.4430.85,,,2021-04-25 12:54:32,2021-04-25 12:54:32,0.013s,PASSED
now = LocalDateTime.now(),Chrome 90.0.4430.85,,,2021-04-25 12:54:32,2021-04-25 12:54:32,0.015s,PASSED
DATE = dtf.format(now),Chrome 90.0.4430.85,,,2021-04-25 12:54:32,2021-04-25 12:54:32,0.001s,PASSED
"openBrowser("""")",Chrome 90.0.4430.85,,,2021-04-25 12:54:32,2021-04-25 12:54:35,2.325s,PASSED
"navigateToUrl(""http://localhost:8080/"")",Chrome 90.0.4430.85,,,2021-04-25 12:54:35,2021-04-25 12:54:36,0.912s,PASSED
"click(findTestObject(""Object Repository/Page_Home - HE-F1/button_Sign in""))",Chrome 90.0.4430.85,,,2021-04-25 12:54:36,2021-04-25 12:54:36,0.461s,PASSED
"click(findTestObject(""Object Repository/Page_Home - HE-F1/a_Sign up for free""))",Chrome 90.0.4430.85,,,2021-04-25 12:54:36,2021-04-25 12:54:37,0.812s,PASSED
"setText(findTestObject(""Object Repository/Page_HE-F1/input_Username_username""), DATE)",Chrome 90.0.4430.85,,,2021-04-25 12:54:37,2021-04-25 12:54:38,0.708s,PASSED
"setText(findTestObject(""Object Repository/Page_HE-F1/input_Email_email""), DATE + ""@gmail.com"")",Chrome 90.0.4430.85,,,2021-04-25 12:54:38,2021-04-25 12:54:38,0.695s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_HE-F1/select_Manageur                    Ingnieur_05750b""), ""ENGINEER"", true)",Chrome 90.0.4430.85,,,2021-04-25 12:54:38,2021-04-25 12:54:39,0.999s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_HE-F1/input_Password_password""), ""HeCM15nHKBI="")",Chrome 90.0.4430.85,,,2021-04-25 12:54:39,2021-04-25 12:54:40,0.406s,PASSED
"click(findTestObject(""Object Repository/Page_HE-F1/button_Register""))",Chrome 90.0.4430.85,,,2021-04-25 12:54:40,2021-04-25 12:54:40,0.390s,PASSED
,,,,,,,
Test Cases/Signup,Chrome 90.0.4430.85,,,2021-04-25 12:54:40,2021-04-25 12:54:49,9.386s,PASSED
"dtf = DateTimeFormatter.ofPattern(""yyyy/MM/dd-HH-mm-ss"")",Chrome 90.0.4430.85,,,2021-04-25 12:54:41,2021-04-25 12:54:41,0.001s,PASSED
now = LocalDateTime.now(),Chrome 90.0.4430.85,,,2021-04-25 12:54:41,2021-04-25 12:54:41,0.001s,PASSED
DATE = dtf.format(now),Chrome 90.0.4430.85,,,2021-04-25 12:54:41,2021-04-25 12:54:41,0.000s,PASSED
"openBrowser("""")",Chrome 90.0.4430.85,,,2021-04-25 12:54:41,2021-04-25 12:54:43,2.366s,PASSED
"navigateToUrl(""http://localhost:8080/"")",Chrome 90.0.4430.85,,,2021-04-25 12:54:43,2021-04-25 12:54:45,1.581s,PASSED
"click(findTestObject(""Object Repository/Page_Home - HE-F1/button_Sign in""))",Chrome 90.0.4430.85,,,2021-04-25 12:54:45,2021-04-25 12:54:45,0.405s,PASSED
"click(findTestObject(""Object Repository/Page_Home - HE-F1/a_Sign up for free""))",Chrome 90.0.4430.85,,,2021-04-25 12:54:45,2021-04-25 12:54:46,0.782s,PASSED
"setText(findTestObject(""Object Repository/Page_HE-F1/input_Username_username""), DATE)",Chrome 90.0.4430.85,,,2021-04-25 12:54:46,2021-04-25 12:54:46,0.703s,PASSED
"setText(findTestObject(""Object Repository/Page_HE-F1/input_Email_email""), DATE + ""@gmail.com"")",Chrome 90.0.4430.85,,,2021-04-25 12:54:46,2021-04-25 12:54:47,0.693s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_HE-F1/select_Manageur                    Ingnieur_05750b""), ""ENGINEER"", true)",Chrome 90.0.4430.85,,,2021-04-25 12:54:47,2021-04-25 12:54:48,1.018s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_HE-F1/input_Password_password""), ""RigbBhfdqOBGNlJIWM1ClA=="")",Chrome 90.0.4430.85,,,2021-04-25 12:54:48,2021-04-25 12:54:49,0.411s,PASSED
"click(findTestObject(""Object Repository/Page_HE-F1/button_Register""))",Chrome 90.0.4430.85,,,2021-04-25 12:54:49,2021-04-25 12:54:49,0.885s,PASSED
