Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"navigateToUrl(""http://localhost:8080/login"")",Chrome 89.0.4389.128,,,2021-04-19 08:56:02,2021-04-19 08:56:03,1.049s,PASSED
"setText(findTestObject(""Object Repository/Page_Login/input_Username_username""), ""seb"")",Chrome 89.0.4389.128,,,2021-04-19 08:56:03,2021-04-19 08:56:04,0.804s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Login/input_Password_password""), ""RigbBhfdqOBGNlJIWM1ClA=="")",Chrome 89.0.4389.128,,,2021-04-19 08:56:04,2021-04-19 08:56:04,0.397s,PASSED
"click(findTestObject(""Object Repository/Page_Login/button_Sign In""))",Chrome 89.0.4389.128,,,2021-04-19 08:56:04,2021-04-19 08:56:05,0.536s,PASSED
,,,,,,,
Test Cases/Signup already used email,Chrome 89.0.4389.128,,,2021-04-19 08:56:05,2021-04-19 08:56:12,7.014s,PASSED
"openBrowser("""")",Chrome 89.0.4389.128,,,2021-04-19 08:56:05,2021-04-19 08:56:07,2.104s,PASSED
"navigateToUrl(""http://localhost:8080/signup"")",Chrome 89.0.4389.128,,,2021-04-19 08:56:07,2021-04-19 08:56:08,1.120s,PASSED
"setText(findTestObject(""Object Repository/Page_HE-F1/input_Username_username""), ""seb"")",Chrome 89.0.4389.128,,,2021-04-19 08:56:08,2021-04-19 08:56:09,0.818s,PASSED
"setText(findTestObject(""Object Repository/Page_HE-F1/input_Email_email""), ""seb@gmail.com"")",Chrome 89.0.4389.128,,,2021-04-19 08:56:09,2021-04-19 08:56:10,0.665s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_HE-F1/select_ManageurIngnieurMcanicien""), ""ENGINEER"", true)",Chrome 89.0.4389.128,,,2021-04-19 08:56:10,2021-04-19 08:56:11,1.036s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_HE-F1/input_Password_password""), ""RigbBhfdqOBGNlJIWM1ClA=="")",Chrome 89.0.4389.128,,,2021-04-19 08:56:11,2021-04-19 08:56:11,0.404s,PASSED
"click(findTestObject(""Object Repository/Page_HE-F1/button_Register""))",Chrome 89.0.4389.128,,,2021-04-19 08:56:11,2021-04-19 08:56:12,0.587s,PASSED
,,,,,,,
Test Cases/Signup bad email,Chrome 89.0.4389.128,,,2021-04-19 08:56:12,2021-04-19 08:56:19,6.902s,PASSED
"openBrowser("""")",Chrome 89.0.4389.128,,,2021-04-19 08:56:12,2021-04-19 08:56:15,2.183s,PASSED
"navigateToUrl(""http://localhost:8080/signup"")",Chrome 89.0.4389.128,,,2021-04-19 08:56:15,2021-04-19 08:56:16,1.007s,PASSED
"setText(findTestObject(""Object Repository/Page_HE-F1/input_Username_username""), ""seb"")",Chrome 89.0.4389.128,,,2021-04-19 08:56:16,2021-04-19 08:56:16,0.802s,PASSED
"setText(findTestObject(""Object Repository/Page_HE-F1/input_Email_email""), ""just seb"")",Chrome 89.0.4389.128,,,2021-04-19 08:56:16,2021-04-19 08:56:17,0.681s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_HE-F1/select_ManageurIngnieurMcanicien""), ""ENGINEER"", true)",Chrome 89.0.4389.128,,,2021-04-19 08:56:17,2021-04-19 08:56:18,1.017s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_HE-F1/input_Password_password""), ""RigbBhfdqOBGNlJIWM1ClA=="")",Chrome 89.0.4389.128,,,2021-04-19 08:56:18,2021-04-19 08:56:18,0.412s,PASSED
"click(findTestObject(""Object Repository/Page_HE-F1/button_Register""))",Chrome 89.0.4389.128,,,2021-04-19 08:56:18,2021-04-19 08:56:19,0.361s,PASSED
,,,,,,,
Test Cases/Signup bad password,Chrome 89.0.4389.128,,,2021-04-19 08:56:19,2021-04-19 08:56:26,7.060s,PASSED
"dtf = DateTimeFormatter.ofPattern(""yyyy/MM/dd-HH-mm-ss"")",Chrome 89.0.4389.128,,,2021-04-19 08:56:19,2021-04-19 08:56:19,0.083s,PASSED
now = LocalDateTime.now(),Chrome 89.0.4389.128,,,2021-04-19 08:56:19,2021-04-19 08:56:19,0.020s,PASSED
DATE = dtf.format(now),Chrome 89.0.4389.128,,,2021-04-19 08:56:19,2021-04-19 08:56:19,0.002s,PASSED
"out.println(""my date UwU = "" + DATE)",Chrome 89.0.4389.128,,,2021-04-19 08:56:19,2021-04-19 08:56:19,0.020s,PASSED
"openBrowser("""")",Chrome 89.0.4389.128,,,2021-04-19 08:56:19,2021-04-19 08:56:22,2.121s,PASSED
"navigateToUrl(""http://localhost:8080/signup"")",Chrome 89.0.4389.128,,,2021-04-19 08:56:22,2021-04-19 08:56:23,1.089s,PASSED
"setText(findTestObject(""Object Repository/Page_HE-F1/input_Username_username""), DATE)",Chrome 89.0.4389.128,,,2021-04-19 08:56:23,2021-04-19 08:56:23,0.807s,PASSED
"setText(findTestObject(""Object Repository/Page_HE-F1/input_Email_email""), DATE + ""@gmail.com"")",Chrome 89.0.4389.128,,,2021-04-19 08:56:23,2021-04-19 08:56:24,0.692s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_HE-F1/select_ManageurIngnieurMcanicien""), ""ENGINEER"", true)",Chrome 89.0.4389.128,,,2021-04-19 08:56:24,2021-04-19 08:56:25,1.010s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_HE-F1/input_Password_password""), ""HeCM15nHKBI="")",Chrome 89.0.4389.128,,,2021-04-19 08:56:25,2021-04-19 08:56:26,0.394s,PASSED
"click(findTestObject(""Object Repository/Page_HE-F1/button_Register""))",Chrome 89.0.4389.128,,,2021-04-19 08:56:26,2021-04-19 08:56:26,0.372s,PASSED
,,,,,,,
Test Cases/Signup,Chrome 89.0.4389.128,,,2021-04-19 08:56:26,2021-04-19 08:56:35,8.587s,PASSED
"dtf = DateTimeFormatter.ofPattern(""yyyy/MM/dd-HH-mm-ss"")",Chrome 89.0.4389.128,,,2021-04-19 08:56:26,2021-04-19 08:56:26,0.001s,PASSED
now = LocalDateTime.now(),Chrome 89.0.4389.128,,,2021-04-19 08:56:26,2021-04-19 08:56:26,0.001s,PASSED
DATE = dtf.format(now),Chrome 89.0.4389.128,,,2021-04-19 08:56:26,2021-04-19 08:56:26,0.000s,PASSED
"out.println(""my date UwU = "" + DATE)",Chrome 89.0.4389.128,,,2021-04-19 08:56:26,2021-04-19 08:56:26,0.000s,PASSED
"openBrowser("""")",Chrome 89.0.4389.128,,,2021-04-19 08:56:26,2021-04-19 08:56:28,2.136s,PASSED
"navigateToUrl(""http://localhost:8080/signup"")",Chrome 89.0.4389.128,,,2021-04-19 08:56:28,2021-04-19 08:56:30,1.110s,PASSED
"setText(findTestObject(""Object Repository/Page_HE-F1/input_Username_username""), DATE)",Chrome 89.0.4389.128,,,2021-04-19 08:56:30,2021-04-19 08:56:30,0.826s,PASSED
"setText(findTestObject(""Object Repository/Page_HE-F1/input_Email_email""), DATE + ""@gmail.com"")",Chrome 89.0.4389.128,,,2021-04-19 08:56:30,2021-04-19 08:56:31,0.719s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_HE-F1/select_ManageurIngnieurMcanicien""), ""ENGINEER"", true)",Chrome 89.0.4389.128,,,2021-04-19 08:56:31,2021-04-19 08:56:32,1.041s,PASSED
"click(findTestObject(""Object Repository/Page_HE-F1/label_Spcialisation""))",Chrome 89.0.4389.128,,,2021-04-19 08:56:32,2021-04-19 08:56:32,0.374s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_HE-F1/select_ManageurIngnieurMcanicien""), ""MANAGER"", true)",Chrome 89.0.4389.128,,,2021-04-19 08:56:32,2021-04-19 08:56:33,0.996s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_HE-F1/input_Password_password""), ""RigbBhfdqOBGNlJIWM1ClA=="")",Chrome 89.0.4389.128,,,2021-04-19 08:56:33,2021-04-19 08:56:34,0.400s,PASSED
"click(findTestObject(""Object Repository/Page_HE-F1/button_Register""))",Chrome 89.0.4389.128,,,2021-04-19 08:56:34,2021-04-19 08:56:35,0.609s,PASSED
